1,12
2,9
3,8
4,15
5,11
6,14
7,2
8,10
9,1
10,15
11,3
12,7
13,4
14,11
15,13
1,8
2,4
3,7
4,15
5,12
6,9
7,1
8,11
9,13
10,2
11,6
12,14
13,5
14,8
15,10
