1,16
2,11
3,13
4,12
5,8
6,14
7,15
8,10
9,3
10,13
11,1
12,7
13,7
14,3
15,9
16,6
1,10
2,5
3,6
4,14
5,10
6,9
7,3
8,12
9,7
10,2
11,14
12,16
13,15
14,8
15,11
16,15
